lemma	pos	frequency	source	class	subclass
içini kemirmek	VERB	4	literature	Education & Language	idioms
içinin yağı erimek	VERB	4	video|literature	Education & Language	idioms
iftira etmek	VERB	4	meb|video|literature	Personality, Values & Behavior	morality
iki arada bir derede	NA	4	literature	Education & Language	idioms
iki arada kalmak	VERB	4	video|literature	Education & Language	idioms
iki çift laf etmek	VERB	4	video|literature	Education & Language	idioms
iki dirhem bir çekirdek	NA	4	tubitak|literature	Education & Language	idioms
iki paralık etmek	VERB	4	meb|literature	Education & Language	idioms
ikisi bir kapıya çıkmak	VERB	4	video	Education & Language	idioms
ilaç gibi gelmek	VERB	4	meb|video	Education & Language	idioms
ilgi toplamak	VERB	4	tubitak|meb	Education & Language	idioms
imtihan etmek	VERB	4	video|literature	Education & Language	idioms
imza toplamak	VERB	4	literature	Other	other
insan ayağı basmamış	NA	4	tubitak	Nature & Living Things	environment
insan eli değmemiş	NA	4	meb|literature	Nature & Living Things	environment
iş etmek	VERB	4	video|literature	Personality, Values & Behavior	behavior
iskelet gibi	NA	4	tubitak|video|literature	Personality, Values & Behavior	appearance
işleme koymak	VERB	4	tubitak|meb	Education & Language	idioms
iştah kesmek	VERB	4	meb|video|literature	Education & Language	idioms
isyanları oynamak	VERB	4	tubitak|meb|literature	Personality, Values & Behavior	behavior
ithaf etmek	VERB	4	meb|video	Other	other
itişip kakışmak	VERB	4	video|literature	Violence & Conflict	violence
iyiliği dokunmak	VERB	4	literature	Education & Language	idioms
jest yapmak	VERB	4	video|literature	Personality, Values & Behavior	behavior
karnından söylemek	VERB	4	video|literature	Education & Language	idioms
kedinin ciğere baktığı gibi	NA	4	literature	Education & Language	idioms
kehanette bulunmak	VERB	4	tubitak|video	Education & Language	idioms
kelek atmak	VERB	4	meb	Education & Language	idioms
keman gibi	NA	4	tubitak|video|literature	Education & Language	idioms
kendimi bildim bileli	NOUN	4	video|literature	Education & Language	idioms
kendini dev aynasında görmek	VERB	4	literature	Education & Language	idioms
kepaze olmak	VERB	4	literature	Education & Language	idioms
kerem eyleyin	NA	4	meb|literature	Personality, Values & Behavior	behavior
keyif çatmak	VERB	4	video|literature	Education & Language	idioms
kin tutmak	VERB	4	literature	Education & Language	idioms
kökünden halletmek	VERB	4	video|literature	Education & Language	idioms
kökünü kazımak	VERB	4	literature	Education & Language	idioms
kol kolamak	VERB	4	video	Education & Language	idioms
küçük abdesti gelmek	VERB	4	meb|video	Education & Language	idioms
kül gibi	NA	4	tubitak|literature	Education & Language	idioms
kulağı ağır işitmek	VERB	4	literature	Education & Language	idioms
kulakları patlamak	VERB	4	literature	Education & Language	idioms
külünü savurmak	VERB	4	video|literature	Education & Language	idioms
kürdan gibi	NA	4	tubitak|meb|literature	Personality, Values & Behavior	appearance
kurt köpeği	NOUN	4	video	Nature & Living Things	animals
kurtlarını dökmek	VERB	4	video	Education & Language	idioms
kuru pasta	NOUN	4	video	Food & Nutrition	food and drinks
kusur işlemek	VERB	4	tubitak|video|literature	Education & Language	idioms
kuvvetini toplamak	VERB	4	literature	Education & Language	idioms
laf dinlemek	VERB	4	video	Education & Language	idioms
lafını bilmek	VERB	4	video|literature	Education & Language	idioms
lal etmek	VERB	4	tubitak|meb|literature	Education & Language	idioms
lala paşa eğlendirmek	VERB	4	tubitak|video|literature	Education & Language	idioms
makbule geçmek	VERB	4	video	Education & Language	idioms
masraf etmek	VERB	4	video|literature	Work & Economy	financial concepts
masrafa girmek	VERB	4	meb|literature	Work & Economy	financial concepts
mazhar olmak	VERB	4	video|literature	Education & Language	idioms
mekik dokumak	VERB	4	literature	Education & Language	idioms
merdiven dayamak	VERB	4	literature	Education & Language	idioms
merhaba çakmak	VERB	4	video	Education & Language	idioms
merhamet duymak	VERB	4	meb|literature	Emotions & Mental Processes	emotions
meteliğe kurşun atmak	VERB	4	meb|literature	Work & Economy	financial concepts
meydana koymak	VERB	4	meb|literature	Other	other
meyveye durmak	VERB	4	literature	Education & Language	idioms
mezada koymak	VERB	4	literature	Personal Care & Consumer Life	shopping
mezardan çıkarmak	VERB	4	tubitak|video	Education & Language	idioms
millî sporcu	NOUN	4	tubitak|literature	Sports, Games & Recreation	sports
mim yapıştırmak	VERB	4	tubitak|video	Education & Language	idioms
muhalefet etmek	VERB	4	literature	Education & Language	idioms
mum olmak	VERB	4	meb|video|literature	Education & Language	idioms
münasip bulmak	VERB	4	video|literature	Education & Language	idioms
nalları dikmek	VERB	4	video	Education & Language	idioms
namusuna sinek kondurmamak	VERB	4	video	Education & Language	idioms
nasır bağlamak	VERB	4	video|literature	Education & Language	idioms
nefesi daralmak	VERB	4	literature	Education & Language	idioms
nefesi tutulmak	VERB	4	literature	Education & Language	idioms
nutuk atmak	VERB	4	literature	Education & Language	idioms
o kapı senin bu kapı benim	NA	4	video	Education & Language	idioms
okulu asmak	VERB	4	video	Education & Language	school
okulu kırmak	VERB	4	meb|video|literature	Education & Language	school
öpücük göndermek	VERB	4	video|literature	Education & Language	idioms
otomatiğe almak	VERB	4	video	Education & Language	idioms
oyun bağlamak	VERB	4	tubitak|literature	Sports, Games & Recreation	children's games
pabucunu ters giydirmek	VERB	4	tubitak|video|literature	Education & Language	idioms
pratik zekâ	NOUN	4	video	Emotions & Mental Processes	intelligence and reasoning
rafa koymak	VERB	4	video	Education & Language	idioms
rağbet etmek	VERB	4	meb|literature	Education & Language	idioms
sabahı zor etmek	VERB	4	literature	Education & Language	idioms
saman gibi	NA	4	tubitak|saha	Education & Language	idioms
sanat filmi	NOUN	4	video	Arts, Media & Entertainment	cinema
sarmaş dolaş olmak	VERB	4	literature	Education & Language	idioms
şart koşmak	VERB	4	video|literature	Education & Language	idioms
seferber etmek	VERB	4	video|literature	Education & Language	idioms
şeytana uymak	VERB	4	saha|video|literature	Education & Language	idioms
sınırlı kalmak	VERB	4	tubitak|literature	Education & Language	idioms
söz altında kalmamak	VERB	4	video	Education & Language	idioms
su yüzüne çıkmak	VERB	4	tubitak|meb|video|literature	Education & Language	idioms
şüpheye düşmek	VERB	4	video|literature	Education & Language	idioms
taciz etmek	VERB	4	video	Personality, Values & Behavior	bullying
tadilat yapmak	VERB	4	meb|literature	Other	other
tahliye olmak	VERB	4	meb	Earth, Geography & Natural Phenomena	disasters
tahtası eksik	NOUN	4	video|literature	Emotions & Mental Processes	intelligence and reasoning
tercüman olmak	VERB	4	video|literature	Education & Language	idioms
ters yüz geri dönmek	VERB	4	tubitak|video	Education & Language	idioms
tescil etmek	VERB	4	tubitak|meb|literature	Other	other
teşebbüs etmek	VERB	4	video|literature	Other	other
uğraş vermek	VERB	4	tubitak|literature	Education & Language	idioms
ulusal marş	NOUN	4	meb	Places & Settlements	nations
uzun sözün kısası	NA	4	tubitak	Education & Language	fixed expressions
vaatte bulunmak	VERB	4	video|literature	Personality, Values & Behavior	behavior
velveleye vermek	VERB	4	literature	Education & Language	idioms
yan gelip yatmak	VERB	4	literature	Education & Language	idioms
yan gözle bakmak	VERB	4	video|literature	Education & Language	idioms
yankı uyandırmak	VERB	4	tubitak|literature	Education & Language	idioms
yardımcı oyuncu	NOUN	4	tubitak	Arts, Media & Entertainment	cinema
yatak yorgan yatmak	VERB	4	video	Health & Medicine	diseases
yaygarayı basmak	VERB	4	literature	Sound & Communication Phenomena	sounds
yedeğe almak	VERB	4	video|literature	Education & Language	idioms
yedi düvelle barışık	NA	4	literature	Personality, Values & Behavior	personality
yer yarılıp içine girmek	VERB	4	video	Education & Language	idioms
yılanın kuyruğuna basmak	VERB	4	literature	Education & Language	idioms
yılıdz tornavida	NOUN	4	tubitak|saha|video	Objects, Tools & Physical Things	tools
yol iz bilmek	VERB	4	literature	Education & Language	idioms
yumurta kapıya dayanmak	VERB	4	literature	Education & Language	idioms
yüreğine işlemek	VERB	4	literature	Education & Language	idioms
yüreğini hoplatmak	VERB	4	literature	Emotions & Mental Processes	emotions
yuvasını yıkmak	VERB	4	video|literature	Education & Language	idioms
yüzü suyu hürmetine	NA	4	literature	Education & Language	idioms
zekâ oyunu	NOUN	4	saha|meb|video|literature	Emotions & Mental Processes	intelligence and reasoning
zokayı yutmak	VERB	4	literature	Education & Language	idioms
aç susuz kalmak	VERB	3	literature	Education & Language	idioms
açık adres	NOUN	3	video|literature	Other	other
açık alın	NOUN	3	meb|video|literature	Other	other
adı batsın	NA	3	tubitak	Education & Language	idioms
adını ağzına almak	VERB	3	video|literature	Emotions & Mental Processes	anger
aforoz etmek	VERB	3	literature	Education & Language	idioms
ağzı süt kokmak	VERB	3	literature	Education & Language	idioms
ağzından girip burnundan çıkmak	VERB	3	literature	Education & Language	idioms
ağzının tadını bilmek	VERB	3	video	Education & Language	idioms
ant içmek	VERB	3	video	Personality, Values & Behavior	loyalty
askıya almak	VERB	3	meb|video|literature	Education & Language	idioms
at oynatmak	VERB	3	literature	Education & Language	idioms
ateşle oynamak	VERB	3	meb|video	Education & Language	idioms
baş başa olmak	VERB	3	tubitak|literature	Education & Language	idioms
basamak yapmak	VERB	3	tubitak|meb|video	Education & Language	idioms
baskı altında tutmak	VERB	3	literature	Personality, Values & Behavior	bullying
beyanat vermek	VERB	3	meb|literature	Personality, Values & Behavior	behavior
beyni sulanmak	VERB	3	video|literature	Education & Language	idioms
bir dediği iki olmamak	VERB	3	video	Education & Language	idioms
boğazına sarılmak	VERB	3	literature	Violence & Conflict	violence
boş küme	NOUN	3	video	Education & Language	terms
boykot etmek	VERB	3	video|literature	Personality, Values & Behavior	behavior
burnunun direği kırılmak	VERB	3	video	Education & Language	idioms
çağlamadan çatlamak	VERB	3	tubitak|video|literature	Education & Language	idioms
çalım atmak	VERB	3	literature	Education & Language	idioms
çalım satmak	VERB	3	literature	Education & Language	idioms
can alıcı nokta	NOUN	3	tubitak|literature	Other	other
canı cehenneme	NA	3	video|literature	Emotions & Mental Processes	anger
canlı müzik	NOUN	3	tubitak|meb	Arts, Media & Entertainment	music
çaptan düşmek	VERB	3	meb|video|literature	Education & Language	idioms
çark etmek	VERB	3	literature	Education & Language	idioms
cenaze gibi	NA	3	saha|meb	Education & Language	idioms
çift koşmak	VERB	3	video|literature	Education & Language	idioms
cin gibi	NA	3	video	Education & Language	idioms
çivi çiviyi söker	NA	3	video	Education & Language	proverbs
dananın kuyruğu kopmak	VERB	3	literature	Education & Language	idioms
defter tutmak	VERB	3	tubitak|literature	Education & Language	idioms
dilinden kurtulamamak	VERB	3	literature	Education & Language	idioms
diline dolamak	VERB	3	literature	Education & Language	idioms
direktif vermek	VERB	3	literature	Work & Economy	duties
dize gelmek	VERB	3	video	Education & Language	idioms
dolup taşmak	VERB	3	tubitak|meb|literature	Education & Language	idioms
düşman çatlatmak	VERB	3	video|literature	Education & Language	idioms
düşmanlık etmek	VERB	3	meb|literature	Personality, Values & Behavior	behavior
ehil olmak	VERB	3	literature	Personality, Values & Behavior	behavior
eteği ayağına dolaşmak	VERB	3	tubitak|literature	Education & Language	idioms
etliye sütlüye karışmamak	VERB	3	literature	Education & Language	idioms
ezilip büzülmek	VERB	3	literature	Education & Language	idioms
façasını al aşağı etmek	VERB	3	tubitak	Education & Language	idioms
faka basmak	VERB	3	literature	Education & Language	idioms
felsefe yapmak	VERB	3	tubitak|literature	Education & Language	idioms
fırça çekmek	VERB	3	video	Education & Language	idioms
fırsat beklemek	VERB	3	video|literature	Education & Language	idioms
gına gelmek	VERB	3	video	Education & Language	idioms
gıpta etmek	VERB	3	video|literature	Emotions & Mental Processes	emotions
görmezden gelmek	VERB	3	meb|video|literature	Personality, Values & Behavior	behavior
gün yüzü görmemek	VERB	3	video|literature	Education & Language	idioms
hayır işlemek	VERB	3	meb|video	History, Politics & Religion	religion
hazır çorba	NOUN	3	tubitak|meb|literature	Food & Nutrition	dishes
hem suçlu hem güçlü	NA	3	video	Education & Language	idioms
hidayete ermek	VERB	3	literature	Education & Language	idioms
hır çıkarmak	VERB	3	literature	Education & Language	idioms
hoşnut etmek	VERB	3	video|literature	Emotions & Mental Processes	emotions
hüsrana uğramak	VERB	3	video	Education & Language	idioms
içine daralma gelmek	VERB	3	video|literature	Emotions & Mental Processes	emotions
iğne atsan yere düşmez	NA	3	literature	Education & Language	idioms
ihtisas yapmak	VERB	3	video|literature	Education & Language	education
iki ayağını bir pabuca sokmak	VERB	3	literature	Education & Language	idioms
iki seksen uzanmak	VERB	3	literature	Education & Language	idioms
iki sözü bir araya getirememek	VERB	3	literature	Education & Language	idioms
ileri geçmek	VERB	3	video|literature	Education & Language	idioms
insan eli dokunmamış	NA	3	tubitak	Personality, Values & Behavior	appearance
intikal etmek	VERB	3	video|literature	Education & Language	idioms
iş sarpa sarmak	VERB	3	literature	Education & Language	idioms
isim yapmak	VERB	3	meb|literature	Education & Language	idioms
iskeleti çıkmak	VERB	3	tubitak|video	Education & Language	idioms
iştahı kabarmak	VERB	3	video|literature	Education & Language	idioms
